"LV-Nr";"Fachname";"Typ";"Vortragende";"Lehrstuhl";"Link"
"KP.00016";"Seminar: AI Ethics";"SE";"Flek, Lucie";"Bonn-Aachen International Center for Information Technology";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/563500"
"12.53769";"Seminar: Aktuellen Themen im Bereich Hochleistungsrechnen (HPC)";"SE";"Wienke, Sandra Juliane; Müller, Matthias Stefan; Thärigen, Ben";"Lehrstuhl für Hochleistungsrechnen (Informatik 12)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/560909"
"12.42436";"Seminar: Complexity Theory";"SE";"Grohe, Martin; Feith, Julia Catherine";"Lehrstuhl für Logik und Theorie diskreter Systeme (Informatik 7)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/562133"
"71.10002";"Seminar Ethics of Economics (Angewandte Ethik)";"SE";"Conradie, Niel Henk; Nagel, Saskia Kathi";"Lehrstuhl für Angewandte Ethik";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/562228"
"12.24008";"Seminar: Internet Technology";"SE";"Wehrle, Klaus; Thißen, Dirk";"Lehrstuhl für Kommunikation und verteilte Systeme (Informatik 4)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/560331"
"75.00096";"Seminar Introduction to Human-Robot-Interaction (Current Topics in Media Psychology)   (Technik und Individuum)";"SE";"Abrams, Anna Maria Helene; Schenk, Ann-Sophie Lien";"Lehrstuhl für Technik und Individuum";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/562241"
"12.40002";"Seminar Komplexitätstheorie II";"SE";"Grohe, Martin";"Lehrstuhl für Logik und Theorie diskreter Systeme (Informatik 7)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/562131"
"12.40003";"Seminar Komplexitätstheorie III";"SE";"Grohe, Martin";"Lehrstuhl für Logik und Theorie diskreter Systeme (Informatik 7)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/562132"
"71.10014";"Seminar Methods for Moral Philosophy: the ethicist’s toolbox (Angewandte Ethik)";"SE";"Colombo, Camilla Francesca";"Lehrstuhl für Angewandte Ethik";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/562142"
"71.20038";"Seminar ""Modelling for Policy"" (Wissenschaftstheorie und Technikphilosophie)";"SE";"Pantsar, Markus";"Lehrstuhl für Wissenschaftstheorie und Technikphilosophie und Philosophisches Institut";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/562184"
"71.10018";"Seminar Reading Club: Advanced Topics in Applied Ethics (Angewandte Ethik)";"SE";"Nagel, Saskia Kathi";"Lehrstuhl für Angewandte Ethik";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/573601"
"12.00036";"Seminar: Social Virtual Reality: Agenten, Avatare und Interaktionsdynamiken";"SE";"Bönsch, Andrea; Kuhlen, Torsten";"Lehr- und Forschungsgebiet Virtuelle Realität und Immersive Visualisierung";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/563993"
"KP.00010";"Seminar: Text Mining";"SE";"Sifa, Rafet";"Bonn-Aachen International Center for Information Technology";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/562740"
"12.24010";"Seminars on Internet Technology and Advanced Internet Technology";"SE";"Pennekamp, Jan Niklas; Wehrle, Klaus";"Lehrstuhl für Kommunikation und verteilte Systeme (Informatik 4)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/563067"
"12.29410";"Shape Analysis and 3D Deep Learning";"VO";"Lim, Isaak";"Lehrstuhl für Computergraphik, Geometrie und Multimedia (Informatik 8)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/563712"
"12.29411";"Shape Analysis and 3D Deep Learning";"UE";"Lim, Isaak";"Lehrstuhl für Computergraphik, Geometrie und Multimedia (Informatik 8)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/563520"
"12.00114";"Smart Offline Caching for Immersive 360° Learning Environments";"PR";"Ehlenz, Matthias Siegfried";"Lehr- und Forschungsgebiet Lerntechnologien";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/587082"
"92.19003";"Software Lab in Bioinformatics";"PR";"Gesteira Costa Filho, Ivan";"Institut und Lehrstuhl für Computergestützte Genomik";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/563404"
"12.00022";"Software Language Engineering";"VU";"Rumpe, Bernhard Dieter; Drux, Florian; Jansen, Nico; Rapp, Janik; Stachon, Max Philip";"Lehrstuhl für Software Engineering (Informatik 3)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/562325"
"41.20320";"Softwareentwicklung in der Medizintechnik";"UE";"de la Fuente Klein, Matias";"Lehrstuhl für Medizintechnik";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/560635"
"12.35666";"Software-Projektmanagement";"UE";"Lichter, Horst; Slupczynski, Ada Magdalena";"Lehr- und Forschungsgebiet Softwarekonstruktion";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/560438"
"12.03703";"Software-Projektmanagement";"VO";"Lichter, Horst";"Lehr- und Forschungsgebiet Softwarekonstruktion";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/561859"
"54.04489";"Spezielle Aspekte der Biowerkstoffkunde";"VO";"Fischer, Horst";"Lehr- und Forschungsgebiet Zahnärztliche Werkstoffkunde und Biomaterialforschung";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/561127"
"12.53694";"Spezielle Themen der Virtuellen Realität (VR II)";"VU";"Kuhlen, Torsten; Weißker, Tim Wayan";"Lehr- und Forschungsgebiet Virtuelle Realität und Immersive Visualisierung";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/561572"
"12.34277";"Statische Programmanalyse";"UE";"Michnia, Jan-Gustav; Winkler, Tobias";"Lehrstuhl für Softwaremodellierung und Verifikation (Informatik 2)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/575559"
"12.34278";"Statische Programmanalyse";"VO";"Noll, Thomas";"Lehrstuhl für Softwaremodellierung und Verifikation (Informatik 2)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/575560"
"16.05646";"Stoffproduktionen und Omics-Technologien";"VO";"Reiss, Monika";"Lehrstuhl für Biotechnologie";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/561636"
"41.24703";"Strömungsmechanik I (Bachelor-Studium)";"VO";"Krug, Dominik Johannes";"Lehrstuhl für Strömungsmechanik und Aerodynamisches Institut";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/560352"
"41.24705";"Strömungsmechanik I (Bachelor-Studium)";"UE";"Krug, Dominik Johannes";"Lehrstuhl für Strömungsmechanik und Aerodynamisches Institut";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/560339"
"41.36311";"Strömungsmechanik I (Bachelor-Studium)";"";"Krug, Dominik Johannes";"Lehrstuhl für Strömungsmechanik und Aerodynamisches Institut";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/561402"
"12.25108";"Supervised Process Intelligence";"PR";"van der Aalst, Willibrordus Martinus Pancratius; Berti, Alessandro";"Lehrstuhl für Process and Data Science (Informatik 9)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/561989"
"12.00134";"Systems Evaluation and Reproducibility";"SE";"Gouicem, Redha";"Lehr- und Forschungsgebiet Betriebssysteme";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/564046"
"61.23028";"Systemtheorie 1";"VO";"Ebenbauer, Christian Johannes; Reyer, Michael";"Lehrstuhl für Intelligente Regelungssysteme";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/561165"
"61.23030";"Systemtheorie 1";"UE";"Reyer, Michael; Weber, Marc";"Lehrstuhl für Intelligente Regelungssysteme";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/561003"
"61.47434";"Systemtheorie 1 - Kleingruppenübung";"TU";"Reyer, Michael; Weber, Marc";"Lehrstuhl für Intelligente Regelungssysteme";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/560244"
"61.54155";"Theoretische Grundlagen der Hochfrequenztechnik (deutsch)";"UE";"Negra, Renato; Thiel, Björn Thorsten";"Lehrstuhl für Höchstfrequenzelektronik";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/560903"
"61.50001";"Theoretische Grundlagen der Hochfrequenztechnik (deutsch)";"VO";"Negra, Renato; Wei, Muh-Dey";"Lehrstuhl für Höchstfrequenzelektronik";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/561732"
"61.02424";"Theoretische Informationstechnik 2";"VO";"Schmeink, Anke";"Lehrstuhl für Informationstheorie und Datenanalytik";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/561180"
"61.06535";"Theoretische Informationstechnik 2";"UE";"Schmeink, Anke; El Hadj Khalifa, Hazem; Walger, Felix Peter Heinrich Gerhard; Zhang, Huanyu";"Lehrstuhl für Informationstheorie und Datenanalytik";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/561940"
"12.99001";"Theory of Machine Learning on Graphs";"SE";"Morris, Christopher";"Lehrstuhl für Maschinelles Lernen auf Graphen";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/563172"
"12.00098";"Topics in Network Science";"SE";"Schaub, Michael Thomas";"Lehrstuhl für Computational Network Science";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/562599"
"12.00110";"Trends in Model Checking";"SE";"Katoen, Joost-Pieter; Noll, Thomas; Quatmann, Tim";"Lehrstuhl für Softwaremodellierung und Verifikation (Informatik 2)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/563565"
"41.03237";"Übung Bioreaktortechnik";"UE";"Magnus, Jørgen Barsett";"Lehrstuhl für Bioverfahrenstechnik";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/561374"
"75.00097";"Übung Individuals and Technology - Advancing Seminar (Technik und Individuum)";"UE";"Schiffer, Stefan";"Lehrstuhl für Technik und Individuum";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/562148"
"12.25105";"Unsupervised Process Mining";"PR";"van der Aalst, Willibrordus Martinus Pancratius; Beyel, Harry Herbert";"Lehrstuhl für Process and Data Science (Informatik 9)";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/561988"
"81.45931";"Unternehmensbewertung";"VO";"Breuer, Wolfgang";"Lehrstuhl für Betriebswirtschaftslehre, insbesondere Betriebliche Finanzwirtschaft";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/560514"
"81.45934";"Unternehmensbewertung";"UE";"Algazzar, Ahmed Amr Mohamed";"Lehrstuhl für Betriebswirtschaftslehre, insbesondere Betriebliche Finanzwirtschaft";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/561082"
"12.00113";"Visualisierung von Dienstplänen im Krankenhaus";"PR";"Büsing, Christina Maria Katharina; Leweke, Johanna Lina";"Lehr- und Forschungsgebiet Kombinatorische Optimierung";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/563970"
"61.30004";"VLSI-Schaltungen und -Architekturen";"VO";"Gemmeke, Tobias";"Lehrstuhl für Integrierte digitale Systeme und Schaltungsentwurf";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/561162"
"61.30010";"VLSI-Schaltungen und -Architekturen";"UE";"Gemmeke, Tobias";"Lehrstuhl für Integrierte digitale Systeme und Schaltungsentwurf";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/560513"
"41.02705";"Vorlesung Bioreaktortechnik";"VO";"Magnus, Jørgen Barsett";"Lehrstuhl für Bioverfahrenstechnik";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/560776"
"41.04487";"Vorlesung Online-Analytik von Fermentationsprozessen";"VO";"Steier, Valentin; Magnus, Jørgen Barsett; Mann, Marcel";"Lehrstuhl für Bioverfahrenstechnik";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/560657"
"71.20016";"Vorlesung ""Philosophy of Computational Sciences"" (Wissenschaftstheorie und Technikphilosophie)";"VO";"Pantsar, Markus";"Lehrstuhl für Wissenschaftstheorie und Technikphilosophie und Philosophisches Institut";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/562183"
"71.10010";"Vorlesung/Lecture Ethics, Technology and Data (Angewandte Ethik/ Applied Ethics)";"VO";"Nagel, Saskia Kathi";"Lehrstuhl für Angewandte Ethik";"https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/slc.tm.cp/student/courses/562726"
